40 30 5 
32.5 30 10 
32.5 50 10 
40 50 5 

40 30 5 
47.5 30 10 
47.5 50 10 
40 50 5 

40 30 5 
47.5 30 5 
47.5 50 5 
40 50 5 

40 30 5 
47.5 30 0 
47.5 50 0 
40 50 5 

40 30 5 
32.5 30 0 
32.5 50 0 
40 50 5 

40 30 5 
32.5 30 10 
32.5 50 10 
40 50 5 

