41.3197 -57.993 5 
48.7922 -58.6344 10 
47.0817 -78.5611 10 
39.6092 -77.9197 5 

41.3197 -57.993 5 
33.8471 -57.3515 10 
32.1366 -77.2783 10 
39.6092 -77.9197 5 

41.3197 -57.993 5 
33.8471 -57.3515 5 
32.1366 -77.2783 5 
39.6092 -77.9197 5 

41.3197 -57.993 5 
33.8471 -57.3515 0 
32.1366 -77.2783 0 
39.6092 -77.9197 5 

41.3197 -57.993 5 
48.7922 -58.6344 0 
47.0817 -78.5611 0 
39.6092 -77.9197 5 

41.3197 -57.993 5 
48.7922 -58.6344 10 
47.0817 -78.5611 10 
39.6092 -77.9197 5 

